mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
9.287755870819092,1.2025159880331409,4.32175612449646,0.0125078943853435,0.6191745437477716,0.0067903492649652,"{'C': 0.6191745437477716, 'gamma': 0.006790349264965214}",0.8455555555555555,0.8419444444444445,0.8461111111111111,0.8544444444444445,0.8519444444444444,0.8480000000000001,0.0045453815931294,2
13.960168886184691,2.794364942124893,5.600834941864013,1.68483153618403,0.0225446628294261,0.0097364486839379,"{'C': 0.022544662829426118, 'gamma': 0.00973644868393795}",0.7655555555555555,0.7588888888888888,0.7594444444444445,0.7611111111111111,0.7730555555555556,0.7636111111111111,0.0052704627669473,3
5.043401956558228,1.385214303639688,2.421380424499512,0.9473515494999148,20.009150011040063,0.005647816766271,"{'C': 20.009150011040063, 'gamma': 0.005647816766271096}",0.8797222222222222,0.875,0.8763888888888889,0.8794444444444445,0.8797222222222222,0.8780555555555555,0.001979836631245,1
5.669407606124878,0.6475907366892198,3.4346848011016844,0.7646689897775,74.93537320969777,0.001447995628452881,"{'C': 74.93537320969777, 'gamma': 0.001447995628452881}",0.8691666666666666,0.8658333333333333,0.8708333333333333,0.8730555555555556,0.8727777777777778,0.8703333333333333,0.002655067365633007,57
18.413785791397096,3.11433685573365,6.27331395149231,0.7566862725234312,0.07575769973775476,0.05304595346261681,"{'C': 0.07575769973775476, 'gamma': 0.05304595346261681}",0.8183333333333334,0.8102777777777778,0.8105555555555556,0.8155555555555556,0.8222222222222222,0.8153888888888889,0.00457988085456109,78
15.82190008163452,3.264980711003935,5.248308849334717,0.28712055305887324,31.901898862852107,0.06633239124481898,"{'C': 31.901898862852107, 'gamma': 0.06633239124481898}",0.8816666666666667,0.87,0.8733333333333333,0.8861111111111111,0.8797222222222222,0.8781666666666667,0.0057937812553260845,14
15.682289695739746,1.3910906796651148,7.714085388183594,1.5207295330567054,0.043023749741190595,0.028398542262697724,"{'C': 0.043023749741190595, 'gamma': 0.028398542262697724}",0.8058333333333333,0.8,0.7944444444444444,0.8080555555555555,0.8047222222222222,0.8026111111111109,0.004857856053044261,79
13.05979642868042,0.9234839220122767,4.984272527694702,0.3793057036875798,822.6540554252053,0.057713779635799795,"{'C': 822.6540554252053, 'gamma': 0.057713779635799795}",0.8819444444444444,0.8680555555555556,0.8730555555555556,0.8852777777777778,0.88,0.8776666666666667,0.006249938271300102,15
12.931554460525513,2.786696250463373,6.079634380340576,0.22893093678698867,0.1063565904129199,0.004287687560712444,"{'C': 0.1063565904129199, 'gamma': 0.004287687560712444}",0.7961111111111111,0.7905555555555556,0.7852777777777777,0.8002777777777778,0.7972222222222223,0.7938888888888889,0.005331596939560045,81
5.090762281417847,1.0406246161593329,4.275241708755493,0.8886991860227046,1.167017633558919,0.01563312874723962,"{'C': 1.167017633558919, 'gamma': 0.01563312874723962}",0.87,0.8688888888888889,0.8747222222222222,0.8741666666666666,0.8730555555555556,0.8721666666666665,0.0023134069792952014,51
5.779780864715576,1.5198168901673739,4.818179702758789,0.11268983067425002,0.6841147455166692,0.002390949308162109,"{'C': 0.6841147455166692, 'gamma': 0.002390949308162109}",0.8241666666666667,0.8161111111111111,0.8186111111111111,0.8322222222222222,0.8286111111111111,0.8239444444444445,0.006002571465424696,75
4.6557149410247805,1.24921849545424,3.4409786224365235,0.47422006193073435,17.929621477653605,0.016303425186088696,"{'C': 17.929621477653605, 'gamma': 0.016303425186088696}",0.8875,0.8722222222222222,0.8741666666666666,0.8825,0.8838888888888888,0.8800555555555555,0.005867361070014839,5
